Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
SIC_14_4349_06,6f9818be00484f35afa95f6abff14403,2026-02-02T13:00:33Z,2025-06-27T18:18:18Z,Windows,Windows 10,Workstation,10.14.28.132,189.75.104.70,00-be-43-cb-0f-9a,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 12:24 UTC","Windows - Estacoes - Global
14 Jan 26 12:18 UTC","platform_default
27 Jun 25 18:23 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Jun 25 18:23 UTC"
SIC_15_4349_00,5106794aa687498c9504ef7f2fe72a4d,2026-01-24T14:47:48Z,2025-04-16T19:19:03Z,Windows,Windows 11,Workstation,10.14.28.52,189.75.104.70,d0-94-66-b4-30-b8,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",juzilener4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:08 UTC","Windows - Estacoes - Global
14 Jan 26 12:23 UTC","platform_default
17 Apr 25 12:05 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Apr 25 19:31 UTC"
SIC_15_4349_02,e01072903f58413ea77ee52346af124a,2026-02-02T12:59:55Z,2025-09-25T17:33:40Z,Windows,Windows 11,Workstation,10.14.28.55,189.75.104.70,34-73-5a-fc-9a-21,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",jessicac4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 14:04 UTC","Windows - Estacoes - Global
14 Jan 26 12:11 UTC","platform_default
25 Sep 25 17:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 Sep 25 17:55 UTC"
SIC_15_4349_04,12c65e44f202488aa9dd9ed7bac9c5c8,2026-02-02T13:08:32Z,2025-05-15T11:07:21Z,Windows,Windows 11,Workstation,10.14.64.67,45.236.214.206,d0-94-66-cd-fd-3c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",Ceilianep4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 11:37 UTC","Windows - Estacoes - Global
14 Jan 26 11:41 UTC","platform_default
15 May 25 11:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 May 25 11:09 UTC"
SIC_15_4349_06,dae2d6127afd4566a9f5555c1110d96f,2026-02-02T13:14:22Z,2025-10-01T17:24:22Z,Windows,Windows 11,Workstation,10.14.28.53,189.75.104.70,00-be-43-c6-ea-12,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",brunnaa4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 11:25 UTC","Windows - Estacoes - Global
14 Jan 26 11:32 UTC","platform_default
01 Oct 25 17:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
01 Oct 25 20:09 UTC"
SIC_16_4349_00,30f28591423d47dabf106e36622ce0b1,2026-02-02T12:56:54Z,2025-07-14T19:42:14Z,Windows,Windows 11,Workstation,10.14.193.50,201.140.221.21,2c-ea-7f-0a-ba-f5,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",gustavol4349_15,"Protecao fase 3 - Global Windows
13 Jan 26 23:22 UTC","Windows - Estacoes - Global
14 Jan 26 12:17 UTC","platform_default
14 Jul 25 19:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 Jul 25 19:45 UTC"
SIC_16_4349_06,88df061f241244d284cbdc16e0714813,2026-02-02T13:23:19Z,2025-10-03T18:43:07Z,Windows,Windows 11,Workstation,10.14.28.56,189.75.104.70,d0-94-66-aa-20-6e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",diogog4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:13 UTC","Windows - Estacoes - Global
14 Jan 26 12:16 UTC","platform_default
03 Oct 25 18:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
03 Oct 25 18:44 UTC"
SIC_17_4349_00,df666ff341834575b07ffa3e723f2ff9,2026-02-02T13:16:23Z,2024-01-15T16:49:18Z,Windows,Windows 10,Workstation,192.168.93.7,138.118.3.55,5c-cd-5b-da-b8-a3,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",amandac4349_00,"Protecao fase 3 - Global Windows
15 Jan 26 14:04 UTC","Windows - Estacoes - Global
15 Jan 26 14:08 UTC","platform_default
17 Apr 25 00:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:34 UTC"
SIC_17_4349_01,b581ec29be5b4bf381952e36c03894ed,2026-02-02T12:47:19Z,2023-12-28T12:01:10Z,Windows,Windows 10,Workstation,192.168.46.7,138.118.3.62,00-d7-6d-95-38-f0,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",brunog4349_01,"Protecao fase 3 - Global Windows
14 Jan 26 12:31 UTC","Windows - Estacoes - Global
14 Jan 26 12:46 UTC","platform_default
17 Apr 25 12:09 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:34 UTC"
SIC_17_4349_04,25ed7f0394fa4614b6b433ee8566dd81,2026-01-27T11:17:11Z,2023-11-01T15:36:46Z,Windows,Windows 10,Workstation,10.14.64.59,45.236.214.206,d0-94-66-aa-1e-cc,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",byllenc4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 11:51 UTC","Windows - Estacoes - Global
14 Jan 26 11:46 UTC","platform_default
22 Apr 25 11:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:31 UTC"
SIC_17_4349_06,7d082f9f07cc42d6861481c3228a9155,2025-12-19T20:02:39Z,2025-09-22T20:01:10Z,Windows,Windows 11,Workstation,192.168.192.2,177.23.184.152,64-32-a8-3c-66-b7,7.31.20309.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",julioh4349_06,"Protecao fase 3 - Global Windows
02 Oct 25 15:19 UTC","Windows - Estacoes - Global
09 Dec 25 21:33 UTC","platform_default
22 Sep 25 20:02 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
22 Sep 25 20:04 UTC"
SIC_18_4349_00,2e6698118fe64ecb9381c3fcb42fef8e,2026-02-02T13:19:04Z,2025-12-29T13:27:04Z,Windows,Windows 11,Workstation,10.14.28.106,189.75.104.70,3c-2c-30-ad-44-23,7.32.20403.0,"Estacoes-4349,Excecao-usb","SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",jessikav4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 16:31 UTC","Windows - Estacoes - Global
14 Jan 26 20:14 UTC","platform_default
29 Dec 25 13:32 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
29 Dec 25 13:34 UTC"
SIC_18_4349_02,6a7bec91d9784ee69983cf5557e13a9e,2026-02-02T13:22:24Z,2024-12-23T13:57:01Z,Windows,Windows 10,Workstation,10.14.21.66,45.231.20.62,d0-94-66-cf-47-aa,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",caiom4349_02,"Protecao fase 3 - Global Windows
14 Jan 26 11:11 UTC","Windows - Estacoes - Global
14 Jan 26 11:11 UTC","platform_default
17 Apr 25 09:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Dec 24 14:01 UTC"
SIC_18_4349_06,0d15db299abc412dad1837dc1d74d81e,2026-02-02T13:21:35Z,2023-11-27T21:08:50Z,Windows,Windows 10,Workstation,10.14.28.98,189.75.104.70,8c-04-ba-a5-b1-cc,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",alined4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 12:10 UTC","Windows - Estacoes - Global
14 Jan 26 12:27 UTC","platform_default
17 Apr 25 14:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:42 UTC"
SIC_19_4349_00,3cf0a0e8e6954835946ea24c01080835,2026-02-02T12:48:17Z,2025-11-18T16:29:45Z,Windows,Windows 11,Workstation,10.12.28.52,189.75.104.70,a4-bb-6d-7c-50-09,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",inhd4349_00,"Protecao fase 3 - Global Windows
13 Jan 26 23:27 UTC","Windows - Estacoes - Global
14 Jan 26 01:17 UTC","platform_default
18 Nov 25 16:31 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
18 Nov 25 16:31 UTC"
SIC_19_4349_02,65a81b6cfedb4100b2a5f94bfb9d3589,2026-02-02T13:16:32Z,2023-11-01T14:49:18Z,Windows,Windows 10,Workstation,10.14.21.67,45.231.20.62,d0-94-66-cf-42-4b,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",lucelyg4349_02,"Protecao fase 3 - Global Windows
13 Jan 26 23:27 UTC","Windows - Estacoes - Global
14 Jan 26 01:11 UTC","platform_default
17 Apr 25 11:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:33 UTC"
SIC_19_4349_04,02a45f93d7fd4739a0efb6a282016b84,2026-02-02T12:30:58Z,2023-11-01T15:33:46Z,Windows,Windows 11,Workstation,10.14.64.50,45.236.214.206,d0-94-66-c0-ae-4c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",flaviag4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 11:37 UTC","Windows - Estacoes - Global
14 Jan 26 11:39 UTC","platform_default
17 Apr 25 11:07 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:43 UTC"
SIC_19_4349_06,0847d95c40764e55baf5505ca03eb164,2026-02-02T12:17:14Z,2025-02-21T13:23:21Z,Windows,Windows 10,Workstation,10.14.21.60,45.231.20.62,b4-45-06-43-6b-de,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",stephanyv4349_02,"Protecao fase 3 - Global Windows
14 Jan 26 11:49 UTC","Windows - Estacoes - Global
14 Jan 26 11:49 UTC","platform_default
23 Apr 25 09:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Feb 25 13:24 UTC"
SIC_200_4349_00,8fb7b4c72cf74f328236ec5c78bcfa4e,2026-01-28T19:13:03Z,2025-11-26T14:04:55Z,Windows,Windows 11,Workstation,192.168.1.52,138.118.1.31,1c-61-b4-15-d7-ea,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",inhd4349_00,"Protecao fase 3 - Global Windows
13 Jan 26 23:30 UTC","Windows - Estacoes - Global
14 Jan 26 00:06 UTC","platform_default
26 Nov 25 14:09 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 Nov 25 14:10 UTC"
SIC_20_4349_00,50b209c79f504f04885e5528ba5624db,2026-02-02T13:14:56Z,2025-02-25T20:37:12Z,Windows,Windows 11,Workstation,10.14.28.64,189.75.104.70,f0-d4-e2-f6-c2-b5,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",catiae4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:10 UTC","Windows - Estacoes - Global
14 Jan 26 12:12 UTC","platform_default
17 Apr 25 12:07 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
25 Feb 25 20:41 UTC"
SIC_20_4349_04,f9ab84e53fa7490baba3b5800ae96c5a,2026-02-02T13:19:19Z,2025-05-19T19:47:17Z,Windows,Windows 10,Workstation,192.168.21.1,45.231.20.62,5c-cd-5b-81-be-4c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",UMFD-0,"Protecao fase 3 - Global Windows
14 Jan 26 12:02 UTC","Windows - Estacoes - Global
14 Jan 26 12:04 UTC","platform_default
11 Jun 25 18:31 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Jun 25 18:33 UTC"
SIC_21_4349_00,c13ea78f8a8e4959b2c042815ac0c979,2026-02-02T13:12:58Z,2025-12-09T19:44:22Z,Windows,Windows 11,Workstation,192.168.28.23,189.75.104.70,30-89-4a-04-b8-34,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",pedroa4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:20 UTC","Windows - Estacoes - Global
14 Jan 26 12:23 UTC","platform_default
09 Dec 25 19:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Dec 25 19:48 UTC"
SIC_21_4349_04,4739d4f9f12048dd8872284eacd01fb7,2026-02-02T13:16:21Z,2024-03-04T20:28:34Z,Windows,Windows 10,Workstation,10.14.64.69,45.236.214.206,74-86-e2-dc-06-b7,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",karitap4349_04,"Protecao fase 3 - Global Windows
14 Jan 26 11:35 UTC","Windows - Estacoes - Global
14 Jan 26 11:56 UTC","platform_default
17 Apr 25 12:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:33 UTC"
SIC_22_4349_00,0e538ee866784921bc3e5818caa0f21d,2026-02-02T13:14:27Z,2025-08-08T19:46:05Z,Windows,Windows 11,Workstation,192.168.28.37,189.75.104.70,00-d7-6d-6e-a8-4d,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",isadorab4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:36 UTC","Windows - Estacoes - Global
14 Jan 26 12:36 UTC","platform_default
08 Aug 25 19:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 25 19:54 UTC"
SIC_22_4349_06,538f11d147f74f9ebd693a572e9e70f4,2026-02-02T12:59:55Z,2026-01-27T12:33:07Z,Windows,Windows 10,Workstation,192.168.28.55,189.75.104.70,00-d7-6d-7c-46-dd,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",fabianem4349_06,"Protecao fase 3 - Global Windows
27 Jan 26 12:49 UTC","Windows - Estacoes - Global
27 Jan 26 12:58 UTC","platform_default
27 Jan 26 12:36 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Jan 26 12:40 UTC"
SIC_23_4349_00,b7434827dd6b4e498b4dc52e9ee06878,2026-02-02T12:32:40Z,2023-10-31T21:26:03Z,Windows,Windows 10,Workstation,192.168.28.26,189.75.104.70,5c-cd-5b-56-96-b8,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",samaran4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:02 UTC","Windows - Estacoes - Global
14 Jan 26 11:54 UTC","platform_default
17 Apr 25 12:07 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:43 UTC"
SIC_23_4349_02,81278ed6f8fb43318081e2a0cf2de336,2026-02-02T13:16:07Z,2023-11-01T14:48:52Z,Windows,Windows 10,Workstation,10.14.21.117,45.231.20.62,00-be-43-c6-f0-06,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",hyanm4349_02,"Protecao fase 3 - Global Windows
13 Jan 26 23:30 UTC","Windows - Estacoes - Global
14 Jan 26 00:36 UTC","platform_default
17 Apr 25 09:05 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Aug 24 13:44 UTC"
SIC_24_4349_00,91089b71c7dc4351bd177803efa8f0f4,2026-02-02T13:03:19Z,2024-08-02T11:56:48Z,Windows,Windows 10,Workstation,10.14.28.103,189.75.104.70,d0-94-66-cb-3a-4d,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",deboras4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:17 UTC","Windows - Estacoes - Global
14 Jan 26 12:44 UTC","platform_default
22 Apr 25 11:47 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:47 UTC"
SIC_24_4349_02,fa24727b3a3a472fae8c46a7d9c300c8,2026-02-02T13:03:51Z,2024-06-17T19:48:01Z,Windows,Windows 10,Workstation,10.14.21.114,45.231.20.62,74-86-e2-db-d3-4c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",isisd4349_02,"Protecao fase 3 - Global Windows
14 Jan 26 14:19 UTC","Windows - Estacoes - Global
14 Jan 26 14:51 UTC","platform_default
17 Apr 25 09:05 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:26 UTC"
SIC_25_4349_00,93a5c70b94c84b3f8cb730ed37083a12,2026-02-02T12:59:20Z,2026-01-06T17:23:53Z,Windows,Windows 11,Workstation,10.14.28.74,189.75.104.70,6c-3c-8c-1b-9c-78,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",adalbertol4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:01 UTC","Windows - Estacoes - Global
14 Jan 26 14:19 UTC","platform_default
06 Jan 26 17:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Jan 26 17:32 UTC"
SIC_25_4349_02,0acbd927e3e54aa1bd37dcc97ba1362a,2026-02-02T13:11:06Z,2023-11-24T11:22:19Z,Windows,Windows 10,Workstation,10.14.21.115,45.231.20.62,74-86-e2-db-c8-40,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",wallyssonj4349_02,"Protecao fase 3 - Global Windows
13 Jan 26 23:28 UTC","Windows - Estacoes - Global
14 Jan 26 01:59 UTC","platform_default
17 Apr 25 11:14 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:29 UTC"
SIC_26_4349_00,333d4ce7240a4ee49fd45cd099936087,2026-02-02T13:01:07Z,2026-01-08T14:57:11Z,Windows,Windows 11,Workstation,192.168.140.2,168.228.39.239,c8-95-ce-10-f9-c3,7.32.20403.0,Estacoes-4349,,regisr4349_17,"Protecao fase 3 - Global Windows
19 Jan 26 13:43 UTC","Windows - Estacoes - Global
19 Jan 26 13:29 UTC","platform_default
08 Jan 26 15:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Jan 26 15:00 UTC"
SIC_26_4349_02,66a6ef429a614839b96e73a93856a435,2026-02-02T13:06:28Z,2023-11-24T11:00:08Z,Windows,Windows 10,Workstation,10.14.21.59,45.231.20.62,74-86-e2-db-d3-28,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",leticias4349_02,"Protecao fase 3 - Global Windows
14 Jan 26 11:37 UTC","Windows - Estacoes - Global
14 Jan 26 11:39 UTC","platform_default
17 Apr 25 11:12 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:27 UTC"
SIC_26_4349_06,5fa6db20e8414fe2b714157434a503d0,2026-02-02T13:16:33Z,2023-11-24T12:04:45Z,Windows,Windows 10,Workstation,10.14.28.149,189.75.104.70,d0-94-66-c0-ad-0e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",muriloh4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:10 UTC","Windows - Estacoes - Global
14 Jan 26 12:41 UTC","platform_default
17 Apr 25 11:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:51 UTC"
SIC_27_4349_00,58509ddde42b43e9a1d35eb0480ce652,2026-02-02T13:12:00Z,2025-05-14T20:44:14Z,Windows,Windows 10,Workstation,10.14.28.83,189.75.104.70,d0-94-66-c6-00-9e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",adalbertol4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 11:56 UTC","Windows - Estacoes - Global
14 Jan 26 11:59 UTC","platform_default
14 May 25 20:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
14 May 25 20:55 UTC"
SIC_27_4349_02,e3c4cefa4a344d7a924efcd0fac3a5dd,2026-02-02T13:21:38Z,2025-09-08T11:42:20Z,Windows,Windows 11,Workstation,10.14.21.53,45.231.20.62,74-86-e2-dc-0c-3d,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",,"Protecao fase 3 - Global Windows
14 Jan 26 11:14 UTC","Windows - Estacoes - Global
14 Jan 26 11:14 UTC","platform_default
08 Sep 25 11:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Sep 25 11:51 UTC"
SIC_28_4349_00,cdc1dfbc35a44f0ea67ab8b1ad115912,2026-02-02T13:00:14Z,2025-11-25T16:39:54Z,Windows,Windows 11,Workstation,10.14.28.59,189.75.104.70,d0-94-66-cf-46-2e,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",yasminc4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:26 UTC","Windows - Estacoes - Global
14 Jan 26 12:29 UTC","platform_default
25 Nov 25 16:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
25 Nov 25 16:46 UTC"
SIC_28_4349_02,957ecf2985bf46d68205aed0455c75d4,2026-02-02T13:19:48Z,2025-09-26T12:50:21Z,Windows,Windows 11,Workstation,192.168.28.11,189.75.104.70,00-d7-6d-6e-a0-3c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",samuac4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 00:43 UTC","Windows - Estacoes - Global
14 Jan 26 00:39 UTC","platform_default
26 Sep 25 12:51 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 Sep 25 12:51 UTC"
SIC_29_4349_00,2edb8727785949af9bfadc534b93d2bc,2026-02-02T13:02:23Z,2024-04-25T14:02:09Z,Windows,Windows 11,Workstation,10.14.28.67,189.75.104.70,34-73-5a-fc-9d-a9,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",pablap4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:05 UTC","Windows - Estacoes - Global
14 Jan 26 12:39 UTC","platform_default
17 Apr 25 12:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Aug 24 19:38 UTC"
SIC_29_4349_06,477704c443ef4ea9abe778581b70ee15,2026-01-24T14:30:10Z,2025-09-08T14:38:11Z,Windows,Windows 10,Workstation,10.14.28.108,189.75.104.70,d0-94-66-c0-8d-e6,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",agddab4349_00,"Protecao fase 3 - Global Windows
14 Jan 26 12:20 UTC","Windows - Estacoes - Global
14 Jan 26 13:00 UTC","platform_default
08 Sep 25 14:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Sep 25 14:53 UTC"
SIC_30_4349_00,a353d3c3afda465f9ea9459ba44ec605,2026-02-02T13:21:50Z,2025-03-28T19:55:05Z,Windows,Windows 11,Workstation,10.14.28.87,189.75.104.70,d0-94-66-cc-55-03,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",SRV-RODC425609$,"Protecao fase 3 - Global Windows
14 Jan 26 19:24 UTC","Windows - Estacoes - Global
14 Jan 26 20:25 UTC","platform_default
22 Apr 25 11:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Mar 25 20:01 UTC"
SIC_30_4349_06,7c5282be56b34b36a5dd44040850ed56,2026-01-30T21:06:39Z,2025-10-17T12:30:30Z,Windows,Windows 11,Workstation,10.14.28.51,189.75.104.70,d0-94-66-b5-0c-6c,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/SICOOB-CENTRAL-RONDON-2008,SensorGroupingTags/SICOOB-BURITIS-4349",evlynf4349_06,"Protecao fase 3 - Global Windows
14 Jan 26 11:52 UTC","Windows - Estacoes - Global
14 Jan 26 11:54 UTC","platform_default
17 Oct 25 12:32 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
17 Oct 25 12:33 UTC"
SIC_32_4349_00,e431cf0561c84feca5c67c97819b3033,2026-02-02T13:09:04Z,2026-01-08T17:36:20Z,Windows,Windows 11,Workstation,192.168.137.1,138.118.2.23,ca-95-ce-11-4f-7c,7.32.20403.0,Estacoes-4349,,julianam4349_21,"Protecao fase 3 - Global Windows
13 Jan 26 23:30 UTC","Windows - Estacoes - Global
14 Jan 26 12:25 UTC","platform_default
08 Jan 26 17:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Jan 26 17:44 UTC"
SIC_33_4349_00,dd508804beda40b2ad048d902752e513,2026-01-24T17:42:19Z,2024-11-26T20:38:50Z,Windows,Windows 11,Workstation,10.14.28.75,189.75.104.70,c8-4b-d6-2b-d5-92,7.32.20403.0,Estacoes-4349,"SensorGroupingTags/CENTRAL-RONDON-2008,SensorGroupingTags/BURITIS-4349",anandao4349_00,"Protecao fase 3 - Global Windows
24 Jan 26 14:13 UTC","Windows - Estacoes - Global
24 Jan 26 14:09 UTC","platform_default
17 Apr 25 12:39 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 Nov 24 20:48 UTC"
